priority,show,exhibitor,amazon_presence_summary,smartscout_brand,monthly_revenue_usd,total_products,avg_rating,total_reviews,primary_subcategory,amazon_url,search_term,org_type_flag,smartscout_checked,match_confidence,other_candidates,google_amazon_presence,google_note,amazon_direct_search,amazon_direct_search_note,amazon_brand_name,amazon_store_url,amazon_sold_by,amazon_verified,SS_Brand_Match,SS_Match_Confidence,SS_Category,SS_Subcategory,SS_Monthly_Revenue,SS_TTM_Revenue,SS_Total_Products,SS_Total_Reviews,SS_Avg_Rating,SS_Avg_Price,SS_Avg_Sellers,SS_Single_Seller_Name,SS_Amazon_1P_Pct,SS_MoM_Growth,SS_12M_MoM_Growth,SS_Has_Storefront,SS_Storefront_URL,SS_Top_Products,SS_Seller_Coverage,SS_Seller_Count,SS_Seller_Type,SS_Reseller_Share_Pct,Angle,Angle_Data_Points,Subject,Email,QA_Flags,Processed_At
"2 - Possible, verify",FLIBS 2026,FreedomLift,"LISTED on Amazon, reseller / seller unclear (direct Amazon verification)",,,,,,,https://www.amazon.com/dp/B0FG8WPMQW,FreedomLift,,No (SmartScout monthly quota exhausted),,,Not checked,,Possible,No brand store found; sold by Active Distribution,Freedom Offroad,,Third-party resellers,Yes,,wrong match,,,,,,,,,,,,,,,,,,,,,Not found; boat lift maker matched in the sheet to an unrelated off-road listing; industry-level email,"No brand record on two attempts (FreedomLift, Freedom Lift); sheet listing is Freedom Offroad sold by Active Distribution",FreedomLift on Amazon,"Hi {{first_name}},

Saw you're exhibiting at FLIBS next month.

From what we can see, FreedomLift doesn't have a brand presence on Amazon, and searches for the name land on unrelated off-road parts. For a boat lift sold through dealers and installers that's expected. Where Amazon tends to matter for brands like yours is accessories, covers and replacement parts that owners search for by name, and nothing under FreedomLift answers that.

We recently helped a brand go from no Amazon presence to a $1M+ annual run rate within six months. We manage the channel end to end.

Is Amazon something you're looking at for the accessories side?

Yoni
",no brand record on two attempts; sheet mapped to unrelated Freedom Offroad listing; industry-level email; weaker fit: dealer-installed equipment,2026-09-25T16:43:28
1 - Confirmed on Amazon,FLIBS 2026,Gloria Keg,YES on Amazon (direct Amazon verification),,,,,,,https://www.amazon.com/stores/Gloria/page/1CA4E23E-E277-4504-BF34-269042366C79,Gloria Keg,,No (SmartScout monthly quota exhausted),,,Not checked,,Yes,Brand store; sold by Gloria LLC,GLORIA,https://www.amazon.com/stores/Gloria/page/1CA4E23E-E277-4504-BF34-269042366C79,Brand (Seller Central),Yes,Gloria,wrong match,,,,,,,,,,,,,,,,,,,,,Wrong match; 'Gloria' on Amazon is a dollhouse furniture brand; no data for Gloria Keg,'Gloria' record is dollhouse furniture (~$17k/mo); 'Gloria Keg' returned empty; sheet storefront (Gloria LLC) unrelated,Gloria Keg on Amazon,"Hi {{first_name}},

Saw you're exhibiting at FLIBS next month.

From what we can see, Gloria Keg doesn't have a brand presence on Amazon, and searches for the name land on an unrelated toy brand. For a brand exhibiting at FLIBS, Amazon is where the people who saw you go to look afterward, and right now there's nothing built under the name to catch that. Owning the name with a storefront and a few listings is a small step.

We recently helped a brand go from no Amazon presence to a $1M+ annual run rate within six months. We manage the channel end to end.

Is Amazon something you're looking at more seriously?

Yoni
",wrong match: 'GLORIA' matched dollhouse furniture; sheet storefront unrelated; exhibitor product line unclear; industry-level email,2026-09-25T16:43:28
"2 - Possible, verify",FLIBS 2026,Hooker Pumps,"LISTED on Amazon, reseller / seller unclear (direct Amazon verification)",,,,,,,https://www.amazon.com/dp/B000CCFILC,Hooker Pumps,,No (SmartScout monthly quota exhausted),,,Not checked,,Possible,No brand store found; sold by Holley Performance Product,Hooker,,Third-party resellers,Yes,Hooker,wrong match,,,,,,,,,,,,,,,,,,,,,Wrong match; 'Hooker' on Amazon is Holley exhaust parts; no data for Hooker Pumps; industry-level email,"'Hooker' record is automotive exhaust (2 products, $0/mo); 'Hooker Pumps' returned empty; sheet listing sold by Holley is unrelated",Hooker Pumps on Amazon,"Hi {{first_name}},

Saw you're exhibiting at FLIBS next month.

From what we can see, Hooker Pumps doesn't have a brand presence on Amazon, and searches for the name land on unrelated automotive exhaust parts. For engine-driven pumps sold through builders and yards that's expected. Where Amazon tends to matter for brands like yours is rebuild kits, impellers and spares that owners and mechanics search for by part number, and nothing under Hooker answers that.

We recently helped a brand go from no Amazon presence to a $1M+ annual run rate within six months. We manage the channel end to end.

Is Amazon something you're looking at for the parts side?

Yoni
",wrong match: 'Hooker' matched Holley exhaust parts; sheet listing unrelated; industry-level email; weaker fit: OEM pump manufacturer,2026-09-25T16:43:28
"2 - Possible, verify",FLIBS 2026,ICOM America,"LISTED on Amazon, reseller / seller unclear (direct Amazon verification)",,,,,,,https://www.amazon.com/dp/B07RF9YT9S,ICOM,,No (SmartScout monthly quota exhausted),,,Not checked,,Possible,No brand store found; seller not shown; name from Amazon search label,ICOM,,Unknown,Yes,ICOM,exact,Electronics,Marine Two-Way Radios,389583.2,4934195.08,59,3011,4.53,330.74,11.71,,1.7,0.022,0.377,False,,"Icom M94D VHF Marine Transceiver with DSC & AIS Receiver | B095L6VKJM | $54,969; Icom IC-A16 VHF COM Aviation Handheld | B07RF9YT9S | $28,897; Icom M25EVO Blue Marine VHF Radio, Floating | B0FKN2WY4G | $27,717; ICOM 7300 Direct Sampling Shortwave Radio | B01C95F56M | $25,210; Icom IC-9700 VHF/UHF Base Station Transceiver | B07QZ4FGM2 | $23,500",GigaParts: 24.1%; Gulf Coast Avionics Corp.: 9.5%; Texpert Deals: 7.8%; The Orange Club: 7.6%; AXDIGITAL LLC: 7.2%,6,Mixed,62.8,"Sold entirely by dealers (GigaParts 24%, Gulf Coast Avionics 10%, CE Showroom 6%); Amazon 1P under 2%; no storefront; growing ~38% on the year","GigaParts 24.1%; Gulf Coast Avionics 9.5%; Texpert Deals 7.8%; The Orange Club 7.6%; Amazon.com 1.7%; monthly rev ~$390k; 59 products; 3,011 reviews; 12M MoM +38%; storefront false",Icom marine radios on Amazon,"Hi {{first_name}},

Saw you're exhibiting at FLIBS next month.

Looking at your listings, Icom does about $390k a month on Amazon, up strongly on the year, with the M94D and M25 marine handhelds among the top listings. None of it runs through an Icom account. GigaParts, Gulf Coast Avionics and a dozen other dealers split it, and there's no brand storefront. I know Icom has people on distribution. This is about who controls price, content and the Buy Box on the marine line.

We manage Amazon for brands end to end, including strategy, content, advertising, inventory and operations.

Open to a 20 minute look at the marine radio listings?

Yoni
",sheet sold_by Unknown; fresh data shows Third-party resellers,2026-09-25T16:49:03
"2 - Possible, verify",FLIBS 2026,Imtra,"LISTED on Amazon, reseller / seller unclear (direct Amazon verification)",,,,,,,https://www.amazon.com/dp/B07JNCRX7H,Imtra,,No (SmartScout monthly quota exhausted),,,Not checked,,Possible,No brand store found; sold by Marine Lighting Solutions DBA Apollo Lighting,Imtra Marine,,Third-party resellers,Yes,Imtra,not found,,,,,,,,,,,,,,,,,,,,,Not found; record has no active products; distributor selling through resellers,'Imtra' record has 0 active products; 'Imtra Marine' returned empty; sheet: listing sold by Marine Lighting Solutions,Imtra on Amazon,"Hi {{first_name}},

Saw you're exhibiting at FLIBS next month.

From what we can see, Imtra doesn't have an active brand presence on Amazon, and the one listing under the name is sold by a lighting reseller rather than by you. For a distributor of thrusters, lighting and hardware that's a choice, and it may be the right one. Where Amazon tends to matter is the lighting and small hardware owners buy without a yard.

We recently helped a brand go from no Amazon presence to a $1M+ annual run rate within six months. We manage the channel end to end.

Is Amazon something you're looking at for the lighting side?

Yoni
",brand record returned 0 active products on two attempts; industry-level email; weaker fit: marine distributor,2026-09-25T16:49:03
"2 - Possible, verify",FLIBS 2026,Inflatable Boat Pro,"LISTED on Amazon, reseller / seller unclear (direct Amazon verification)",,,,,,,https://www.amazon.com/dp/B07F88P35C,Inflatable Boat Pro,,No (SmartScout monthly quota exhausted),,,Not checked,,Possible,No brand store found; seller not shown; name from Amazon search label,INTEX Excursion 5-Person Inflatable Fishing Boat River Raft Set with Oars,,Unknown,Yes,,not found,,,,,,,,,,,,,,,,,,,,,"Not found; sheet listing is an Intex raft, not the exhibitor; likely retailer",No brand record on two attempts; sheet listing is an unrelated Intex product,Inflatable Boat Pro on Amazon,"Hi {{first_name}},

Saw you're exhibiting at FLIBS next month.

From what we can see, Inflatable Boat Pro doesn't have a brand presence on Amazon, and the listing tied to the name is an unrelated Intex raft. If Inflatable Boat Pro is a retailer, Amazon may not be the right channel and this can be ignored. If there's a house brand or a line you distribute exclusively, that's where a storefront and managed listings would start to matter.

We recently helped a brand go from no Amazon presence to a $1M+ annual run rate within six months. We manage the channel end to end.

Is there a house-brand side where Amazon comes up?

Yoni
",no brand record on two attempts; sheet listing unrelated; industry-level email; weaker fit: likely retailer,2026-09-25T16:49:03
"2 - Possible, verify",FLIBS 2026,Island Optics Polarized Sunglasses,"LISTED on Amazon, reseller / seller unclear (direct Amazon verification)",,,,,,,https://www.amazon.com/stores/OpticNerve/page/D4813702-6CD5-4139-89FD-7A4FB2764754,Island Optics Polarized Sunglasses,,No (SmartScout monthly quota exhausted),,,Not checked,,Possible,Brand store; sold by Gritr,Optic Nerve,https://www.amazon.com/stores/OpticNerve/page/D4813702-6CD5-4139-89FD-7A4FB2764754,Third-party resellers,Yes,Optic Nerve,wrong match,,,,,,,,,,,,,,,,,,,,,Wrong match; sheet mapped exhibitor to the unrelated Optic Nerve sunglasses brand; no data for Island Optics,'Optic Nerve' record (~$14k/mo) is a different sunglasses brand; 'Island Optics' returned empty on two attempts,Island Optics on Amazon,"Hi {{first_name}},

Saw you're exhibiting at FLIBS next month.

From what we can see, Island Optics doesn't have a brand presence on Amazon, and searches for polarized fishing sunglasses there go to the big names and to smaller brands that own their listings. Polarized sunglasses are one of the most searched marine categories on Amazon, and a Florida brand with real reviews behind it can rank there if the listings, content and advertising are built.

We recently helped a brand go from no Amazon presence to a $1M+ annual run rate within six months. We manage the channel end to end.

Is Amazon something you're looking at more seriously?

Yoni
",wrong match: sheet mapped to Optic Nerve storefront; SS_ numbers are Optic Nerve's; Island Optics not found; industry-level email,2026-09-25T16:49:03
1 - Confirmed on Amazon,FLIBS 2026,Jeanneau America,YES on Amazon (direct Amazon verification),,,,,,,https://www.amazon.com/dp/B07WMQBYKG,Jeanneau,,No (SmartScout monthly quota exhausted),,,Not checked,,Yes,No brand store found; sold by Amazon.com,Shredders Jeanneau,,Amazon (Vendor),Yes,,not found,,,,,,,,,,,,,,,,,,,,,"Not found; boat builder, only an unrelated listing under the name; industry-level email","No brand record on two attempts (Jeanneau, Jeanneau America); sheet listing sold by Amazon is unrelated",Jeanneau on Amazon,"Hi {{first_name}},

Saw you're exhibiting at FLIBS next month.

From what we can see, Jeanneau doesn't have a brand presence on Amazon, and the listings that come up under the name are unrelated. For a boat builder that's expected. Where Amazon does show up for brands like Jeanneau is branded gear and owner accessories, which owners search for by name after the purchase, and right now nothing under Jeanneau answers that.

We recently helped a brand go from no Amazon presence to a $1M+ annual run rate within six months. We manage the channel end to end.

Is Amazon something you're looking at more seriously?

Yoni
",no brand record on two attempts; industry-level email; weaker fit: boat builder,2026-09-25T16:49:03
"2 - Possible, verify",FLIBS 2026,Koenig Polish,"LISTED on Amazon, reseller / seller unclear (direct Amazon verification)",,,,,,,https://www.amazon.com/stores/Koenig+Polish/page/4CC04D6F-1730-444D-A668-992D6C32425B,Koenig Polish,,No (SmartScout monthly quota exhausted),,,Not checked,,Possible,Brand store; sold by Alubix,Koenig,https://www.amazon.com/stores/Koenig+Polish/page/4CC04D6F-1730-444D-A668-992D6C32425B,Third-party resellers,Yes,Koenig,close,Health & Household,All-Purpose Household Cleaners,1720,19661.99,1,69,4.2,40,1,,0,0.372,0.081,False,,"Koenig Spray Polish, Multipurpose Cleaner and Polish | B0067SECP8 | $1,720",Alubix: 100%,1,Third-party resellers,100,"One spray polish listing doing ~$1.7k a month, sold by Alubix rather than a Koenig account; no storefront showing; growing",Alubix 100%; monthly rev ~$1.7k; TTM ~$20k; 1 product; 69 reviews; rating 4.2; MoM +37%,Koenig Polish on Amazon,"Hi {{first_name}},

Saw you're exhibiting at FLIBS next month.

Looking at your listings, Koenig spray polish is on Amazon with a single listing doing about $1.7k a month, sold by a seller called Alubix rather than by you, with about 70 reviews at a 4.2 average. It's growing, so the demand is real. Marine metal and surface polish is a repeat purchase owners search for by name, and one listing owned by a reseller isn't a channel.

We recently helped a brand go from no Amazon presence to a $1M+ annual run rate within six months. We manage the channel end to end.

Is Amazon something you're looking at more seriously?

Yoni
",record is 'Koenig' (single spray polish listing); verify it is the exhibitor's product; sheet third-party (Alubix) confirmed,2026-09-25T16:49:03
"2 - Possible, verify",FLIBS 2026,KScott Art & Apparel,"LISTED on Amazon, reseller / seller unclear (direct Amazon verification)",,,,,,,https://www.amazon.com/dp/B0DBDPNQZR,KScott Art & Apparel,,No (SmartScout monthly quota exhausted),,,Not checked,,Possible,No brand store found; sold by CHAOS Fishing,K SCOTT,,Third-party resellers,Yes,,not found,,,,,,,,,,,,,,,,,,,,,Not found; art and apparel brand with a single listing sold by a fishing reseller,"No brand record on two attempts (K SCOTT, KScott); sheet: listing sold by CHAOS Fishing",KScott on Amazon,"Hi {{first_name}},

Saw you're exhibiting at FLIBS next month.

Looking at your listings, KScott has a single listing on Amazon sold by a fishing reseller rather than by you, and it isn't registering measurable sales in public marketplace data. For an art and apparel brand that sells at shows, Amazon is where the people who saw the work go to find it again, and right now a reseller is the only thing there for them to find.

We recently helped a brand go from no Amazon presence to a $1M+ annual run rate within six months. We manage the channel end to end.

Is Amazon something you're looking at more seriously?

Yoni
",no brand record on two attempts; industry-level email; sheet third-party (CHAOS Fishing),2026-09-25T16:49:03
1 - Confirmed on Amazon,FLIBS 2026,LaPorte Products,YES on Amazon (direct Amazon verification),,,,,,,https://www.amazon.com/dp/B0DLVKTK43,LaPorte,,No (SmartScout monthly quota exhausted),,,Not checked,,Yes,No brand store found; sold by Amazon.com,Laporte Pennsylvania T-Shirts & Sweatshirts,,Amazon (Vendor),Yes,,not found,,,,,,,,,,,,,,,,,,,,,Not found; sheet listing is an unrelated print-on-demand shirt; industry-level email,"No brand record on two attempts (LaPorte Products, LaPorte); sheet listing is a Laporte, Pennsylvania novelty shirt",LaPorte Products on Amazon,"Hi {{first_name}},

Saw you're exhibiting at FLIBS next month.

From what we can see, LaPorte Products doesn't have a brand presence on Amazon, and the only listing tied to the name is an unrelated novelty shirt. For a marine products company that's a gap, since boat owners research on Amazon before they buy, even when they end up buying through a dealer, and nothing under LaPorte is there for them to find.

We recently helped a brand go from no Amazon presence to a $1M+ annual run rate within six months. We manage the channel end to end.

Is Amazon something you're looking at more seriously?

Yoni
",no brand record on two attempts; sheet listing unrelated; industry-level email; exhibitor product line unclear,2026-09-25T16:49:03
"2 - Possible, verify",FLIBS 2026,Leak Stop Gun,"LISTED on Amazon, reseller / seller unclear (direct Amazon verification)",,,,,,,https://www.amazon.com/stores/LeakSaver/page/132B44A5-BE79-4E06-9F43-38AE6AE9E6E6,Leak Stop Gun,,No (SmartScout monthly quota exhausted),,,Not checked,,Possible,Brand store; sold by UDirect,Leak Saver,https://www.amazon.com/stores/LeakSaver/page/132B44A5-BE79-4E06-9F43-38AE6AE9E6E6,Third-party resellers,Yes,Leak Saver,wrong match,,,,,,,,,,,,,,,,,,,,,Wrong match; sheet mapped exhibitor to the unrelated Leak Saver HVAC brand; no data for Leak Stop Gun,"'Leak Saver' record (~$844k/mo, UDirect) is an HVAC products brand; 'Leak Stop Gun' returned empty on two attempts",Leak Stop Gun on Amazon,"Hi {{first_name}},

Saw you're exhibiting at FLIBS next month.

From what we can see, Leak Stop Gun doesn't have a brand presence on Amazon, and searches for the name land on an unrelated HVAC leak sealer brand that does serious volume there. That's a useful comparison, since it shows how big the search for leak repair products is. A single well-built listing with the right content, reviews and advertising can own the marine side of that search.

We recently helped a brand go from no Amazon presence to a $1M+ annual run rate within six months. We manage the channel end to end.

Is Amazon something you're looking at more seriously?

Yoni
",wrong match: sheet mapped to Leak Saver storefront; SS_ numbers are Leak Saver's; Leak Stop Gun not found; industry-level email,2026-09-25T16:49:03
"2 - Possible, verify",FLIBS 2026,Life League Gear | Lobster League,"LISTED on Amazon, reseller / seller unclear (direct Amazon verification)",,,,,,,https://www.amazon.com/stores/LobsterLeague/page/B4736BB9-D0A4-42D2-8A00-BB0A710DD41F,Life League Gear,,No (SmartScout monthly quota exhausted),,,Not checked,,Possible,Brand store; sold by Lobster League Company,Life League Gear,https://www.amazon.com/stores/LobsterLeague/page/B4736BB9-D0A4-42D2-8A00-BB0A710DD41F,Third-party resellers,Yes,,not found,,,,,,,,,,,,,,,,,,,,,Not found; combined exhibitor; Lobster League record has no active products,No brand record for Life League Gear on two attempts; 'Lobster League' record has 0 active products; sheet: Lobster League storefront sold by Lobster League Company,Life League Gear on Amazon,"Hi {{first_name}},

Saw you're exhibiting at FLIBS next month.

From what we can see, Life League Gear and Lobster League have a storefront on Amazon, but the listings aren't registering measurable sales in public marketplace data. Lobster season gear and dive apparel get searched by name on Amazon in the weeks before the season, and a storefront that isn't run for content, advertising and reviews mostly misses that window.

We recently helped a brand go from no Amazon presence to a $1M+ annual run rate within six months. We manage the channel end to end.

Is Amazon something you're looking at more seriously?

Yoni
",combined exhibitor name; queried Life League Gear (first brand) and Lobster League; both empty; industry-level email,2026-09-25T16:49:03
"2 - Possible, verify",FLIBS 2026,"Lowrance, Simrad, B&G","LISTED on Amazon, reseller / seller unclear (direct Amazon verification)",,,,,,,https://www.amazon.com/dp/B082VLYHKX,"Lowrance, Simrad, B&G",,No (SmartScout monthly quota exhausted),,,Not checked,,Possible,No brand store found; seller not shown; name from Amazon search label,Simrad,,Unknown,Yes,Lowrance,exact,Electronics,Fish Finders & Depth Finders,1646105.18,23314497.85,211,22710,4.44,578.57,6.93,,40.7,-0.085,0.561,True,https://www.amazon.com/stores/Lowrance/page/352C377F-7EA7-4EB1-A090-EC3D50B093C8,"Lowrance Elite FS 9 Fish Finder with Active Imaging 3-in-1 | B08NPBX9D5 | $125,001; Lowrance HDS PRO 10 Fish Finder | B0C954XDSV | $100,758; Lowrance Eagle Eye 9 Live Sonar Fish Finder | B0DDWFQ393 | $88,437; Lowrance Elite FS 12 Fish Finder, No Transducer | B0DLS4SX26 | $68,321; Lowrance Elite FS 12 Fish Finder with Active Imaging 3-in-1 | B0DLRY8DQY | $62,778",Amazon.com: 40.7%; Max n Company LLC: 8.9%; CE Showroom: 8.2%; ShipSound: 6.3%; BeachAudio: 5.3%,6,Mixed,32.7,"Very large; Amazon 1P ~41% and a long tail of dealers (Max n Company, CE Showroom, ShipSound) on the rest; Simrad shows the same pattern; narrow reseller-layer ask",Lowrance: Amazon.com 40.7%; Max n Company 8.9%; CE Showroom 8.2%; ShipSound 6.3%; monthly rev ~$1.65M; 211 products; 12M MoM +56%. Simrad: Amazon.com 32.8%; CE Showroom 15.2%; Trumbull Supply 10.9%; monthly rev ~$614k,Lowrance and Simrad reseller layer on Amazon,"Hi {{first_name}},

Saw you're exhibiting at FLIBS next month.

From what we can see, Lowrance does about $1.6M a month on Amazon and Simrad around $600k, with Amazon itself selling roughly 40% of Lowrance and a third of Simrad. The rest runs through dealers like CE Showroom, ShipSound and Max n Company on the same Elite FS and NSS listings. I know Navico has an Amazon team. This is a narrow point about the third-party layer on your top units.

We manage Amazon for brands end to end, including strategy, content, advertising, inventory and operations.

Open to a 20 minute look at the reseller layer across the three brands?

Yoni
","combined exhibitor name; queried Lowrance (first brand) and Simrad; B&G not queried; SS_ columns hold Lowrance data; sheet sold_by Unknown; fresh data shows Mixed; very large brand, narrow ask",2026-09-25T16:49:03
"2 - Possible, verify",FLIBS 2026,Mabru,"LISTED on Amazon, reseller / seller unclear (direct Amazon verification)",,,,,,,https://www.amazon.com/dp/2951091583,Mabru,,No (SmartScout monthly quota exhausted),,,Not checked,,Possible,No brand store found; seller not shown; name from Amazon search label,Mabru,,Unknown,Yes,,not found,,,,,,,,,,,,,,,,,,,,,Not found; marine AC and watermaker brand with an unrelated listing under the name,"No brand record on two attempts (Mabru, Mabru Power Systems); sheet listing is a book ISBN",Mabru on Amazon,"Hi {{first_name}},

Saw you're exhibiting at FLIBS next month.

From what we can see, Mabru doesn't have a brand presence on Amazon, and the only listing tied to the name is unrelated. For marine air conditioning and watermakers sold through installers that's understandable. Where Amazon tends to matter for brands like yours is filters, pumps and service parts that owners and techs search for by part number, and nothing under Mabru answers that.

We recently helped a brand go from no Amazon presence to a $1M+ annual run rate within six months. We manage the channel end to end.

Is Amazon something you're looking at for the parts side?

Yoni
",no brand record on two attempts; industry-level email; weaker fit: installer-led equipment,2026-09-25T16:49:03
"2 - Possible, verify",FLIBS 2026,Merle Wood & Associates,"LISTED on Amazon, reseller / seller unclear (direct Amazon verification)",,,,,,,https://www.amazon.com/dp/B08B51PKGR,Merle Wood &,,No (SmartScout monthly quota exhausted),,,Not checked,,Possible,No brand store found; sold by PRO-SELECT,Merle Norman,,Third-party resellers,Yes,,wrong match,,,,,,,,,,,,,,,,,,,,,"Not found; yacht brokerage, sheet mapped to unrelated Merle Norman cosmetics; weak fit","No brand record; sheet listing is Merle Norman cosmetics, unrelated",Merle Wood on Amazon,"Hi {{first_name}},

Saw you're exhibiting at FLIBS next month.

From what we can see, Merle Wood doesn't have a presence on Amazon, and searches for the name land on an unrelated cosmetics brand. For a yacht brokerage that's expected, and Amazon isn't really the point. If there's ever a branded gear or client gifting side to the business, that's the one place Amazon comes up for firms like yours.

We recently helped a brand go from no Amazon presence to a $1M+ annual run rate within six months. We manage the channel end to end.

Is there a branded gear side where Amazon comes up?

Yoni
",no brand record; sheet mapped to unrelated Merle Norman listing; industry-level email; weaker fit: yacht brokerage,2026-09-25T16:49:03
"2 - Possible, verify",FLIBS 2026,"Novurania of America, Inc.","LISTED on Amazon, reseller / seller unclear (direct Amazon verification)",,,,,,,https://www.amazon.com/dp/B0HJ2DVTRH,Novurania,,No (SmartScout monthly quota exhausted),,,Not checked,,Possible,No brand store found; seller not shown; name from Amazon search label,Inflatable Boat Cover for Novurania Chase 31 2004–Present,,Unknown,Yes,,not found,,,,,,,,,,,,,,,,,,,,,"Not found; RIB builder, only a third-party cover listing under the name; industry-level email","No brand record on two attempts (Novurania, Novurania of America); sheet listing is a third-party boat cover for a Novurania model",Novurania on Amazon,"Hi {{first_name}},

Saw you're exhibiting at FLIBS next month.

From what we can see, Novurania doesn't have a brand presence on Amazon, and the only listing under the name is a third-party cover made to fit one of your tenders. That's a small tell: someone else is selling to Novurania owners on Amazon by name, and the brand isn't. Covers, accessories and branded gear are where Amazon shows up for tender builders.

We recently helped a brand go from no Amazon presence to a $1M+ annual run rate within six months. We manage the channel end to end.

Is Amazon something you're looking at more seriously?

Yoni
",no brand record on two attempts; industry-level email; weaker fit: boat builder,2026-09-25T16:49:03
"2 - Possible, verify",FLIBS 2026,Ocean Alexander,"LISTED on Amazon, reseller / seller unclear (direct Amazon verification)",,,,,,,https://www.amazon.com/dp/B0HDS7TYJW,Ocean Alexander,,No (SmartScout monthly quota exhausted),,,Not checked,,Possible,No brand store found; seller not shown; name from Amazon search label,Ocean,,Unknown,Yes,,not found,,,,,,,,,,,,,,,,,,,,,"Not found; yacht builder, sheet mapped to a generic 'Ocean' listing; industry-level email","No brand record on two attempts (Ocean Alexander, Ocean Alexander Yachts); sheet brand name 'Ocean' is unrelated",Ocean Alexander on Amazon,"Hi {{first_name}},

Saw you're exhibiting at FLIBS next month.

From what we can see, Ocean Alexander doesn't have a brand presence on Amazon, and searches for the name land on unrelated listings. For a yacht builder that's expected. Where Amazon does show up for brands like Ocean Alexander is branded apparel, gear and owner accessories, which owners and crew search for by name, and nothing under the brand answers that today.

We recently helped a brand go from no Amazon presence to a $1M+ annual run rate within six months. We manage the channel end to end.

Is Amazon something you're looking at more seriously?

Yoni
",no brand record on two attempts; sheet brand name 'Ocean' unrelated; industry-level email; weaker fit: yacht builder,2026-09-25T16:49:03
1 - Confirmed on Amazon,FLIBS 2026,Ocean-Tamer Inc.,YES on Amazon (direct Amazon verification),,,,,,,https://www.amazon.com/stores/Ocean-Tamer/page/B3AAAB48-5D06-487C-860F-E8F95D543948,Ocean-Tamer,,No (SmartScout monthly quota exhausted),,,Not checked,,Yes,Brand store; sold by Ocean-Tamer Inc.,Ocean-Tamer,https://www.amazon.com/stores/Ocean-Tamer/page/B3AAAB48-5D06-487C-860F-E8F95D543948,Brand (Seller Central),Yes,Ocean-Tamer,exact,Home & Kitchen,Bean Bag Chairs,1607.75,14869.59,15,90,4.59,178.94,0.93,,0,0,-0.851,False,,"Ocean-Tamer Wedge Boat Bean Bag Chair (Small, White/Seafoam) | B0DSZF7L7F | $179; Ocean-Tamer Wedge Boat Bean Bag Chair (Small, White/Gray) | B01LZBNFXF | $179; Ocean-Tamer Teardrop Boat Bean Bag Chair (Medium, White/Black) | B0DTYT26QC | $179; Ocean-Tamer Teardrop Boat Bean Bag Chair (Medium, White/Tan) | B0DTYZ4XDT | $179; Ocean-Tamer Teardrop Boat Bean Bag Chair (Medium, White/Navy) | B09RTB52CR | $179",Ocean-Tamer Inc.: 100%,1,Brand direct,0,"Tiny footprint: 15 listings, ~$1.6k a month, sold direct, down ~85% on the year; no storefront showing",Ocean-Tamer Inc. 100%; monthly rev ~$1.6k; TTM ~$15k; 15 products; 90 reviews; rating 4.59; 12M MoM -85%; storefront false,Ocean-Tamer on Amazon,"Hi {{first_name}},

Saw you're exhibiting at FLIBS next month.

Looking at your listings, Ocean-Tamer has 15 bean bag listings on Amazon, sold direct, doing under $2k a month combined and down sharply on the year, with about 90 reviews across the catalog. Marine bean bags are a name-driven search from boat owners, and a $180 product with a 4.6 rating should do far more than a couple of units per listing. Content, reviews and advertising are what's missing.

We manage Amazon for brands end to end, including strategy, content, advertising, inventory and operations.

Would it make sense to have a quick conversation about growing the channel?

Yoni
",sheet says brand store; fresh data shows no storefront,2026-09-25T16:49:03
1 - Confirmed on Amazon,FLIBS 2026,Ring Power Cox Marine,YES on Amazon (direct Amazon verification),,,,,,,https://www.amazon.com/stores/Ring/page/77B53039-540E-4816-BABB-49AA21285FCF,Ring Power Cox Marine,,No (SmartScout monthly quota exhausted),,,Not checked,,Yes,Brand store; sold by Amazon.com,Ring,https://www.amazon.com/stores/Ring/page/77B53039-540E-4816-BABB-49AA21285FCF,Amazon (Vendor),Yes,,wrong match,,,,,,,,,,,,,,,,,,,,,"Not found; dealer, sheet mapped to the unrelated Ring (Amazon) storefront; weak fit","No brand record on two attempts (Ring Power, Cox Marine); sheet storefront is Ring doorbells, unrelated",Cox Marine parts on Amazon,"Hi {{first_name}},

Saw you're exhibiting at FLIBS next month.

From what we can see, neither Ring Power nor Cox Marine has a brand presence on Amazon, and searches for Ring Power land on the Ring doorbell storefront. For a dealer that's expected. Where Amazon tends to matter for an engine line like Cox is filters, service kits and consumables owners search for by part number, and nothing under Cox Marine is there.

We recently helped a brand go from no Amazon presence to a $1M+ annual run rate within six months. We manage the channel end to end.

Is Amazon something you're looking at for the Cox parts side?

Yoni
",combined exhibitor name; queried Ring Power and Cox Marine; both empty; sheet mapped to unrelated Ring storefront; weaker fit: dealer,2026-09-25T16:49:03
